station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,2613.178581640683,5.4729554221921715e-14,0.0,0.0,2613.178581640683,2613.178581640683,2613.178581640683,0,22,0,6,0,6.927791673660977e-14,2564
1,435.164688544487,2429.389389802581,111.53838381398134,0.0,2000.0,753.0156945330882,753.0156945330882,2864.554078347068,5,19,2,0,0,118.86569776936878,2560
2,1475.0576032019171,517.7344752765653,43.36842105255826,0.0,26000.0,-24050.576342574073,-24050.576342574073,1992.7920784784824,18,6,26,3,0,84.21052631568435,2614
3,1601.117570923677,416.41638605854735,348.89822029951426,0.0,13000.0,-11331.36426331729,-11331.36426331729,2017.5339569822245,21,5,13,9,0,420.330175014945,2148
4,2267.7293321663715,431.9210037404967,358.1262740418366,0.0,0.0,2341.5240618650314,2341.5240618650314,2699.6503359068683,26,4,0,0,0,483.51121855589577,2340
5,80.803120817082,1241.3540778053439,2.368238938288419e-13,0.0,0.0,1322.157198622426,1322.157198622426,1322.1571986224258,1,9,0,0,0,2.913225216616411e-13,2870
6,3080.9040592378474,266.30364478658043,344.5921052624527,0.0,3000.0,2.615598761975889,2.615598761975889,3347.2077040244276,27,3,3,0,0,324.21052631515806,2688
7,1164.832918114785,726.9946201908837,46.9836986378046,0.0,26000.0,-24155.156160332135,-24155.156160332135,1891.8275383056684,16,8,26,13,0,213.56226653547384,2406
8,1709.016402309655,1999.4471808211792,292.53157894764973,0.0,18000.0,-14584.067995816815,-14584.067995816815,3708.463583130834,17,20,18,13,0,356.1403508778861,3328
9,1940.1172260011997,1294.6811210109765,137.13802029956577,0.0,15000.0,-11902.339673287388,-11902.339673287388,3234.7983470121762,22,13,15,30,0,352.4875278871591,3352
10,1320.76888088426,1356.9594125250633,11.529824561360149,0.0,1000.0,1666.1984688479629,1666.1984688479629,2677.728293409323,10,13,1,4,0,37.19298245600015,2564
