period,time_hours,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,254
1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,252
2,0.5,0.0,301.8080078008192,0.0,0.0,0.0,301.8080078008192,301.8080078008192,301.8080078008192,0,3,0,0,0,0.0,254
3,0.75,0.0,104.60534331204357,0.0,0.0,0.0,104.60534331204357,104.60534331204357,104.60534331204357,0,1,0,0,0,0.0,251
4,1.0,0.0,0.0,0.0,10.0,0.0,-10.0,-10.0,0.0,0,0,0,0,1,0.0,251
5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,251
6,1.5,0.0,0.0,0.0,10.0,0.0,-10.0,-10.0,0.0,0,0,0,0,1,0.0,252
7,1.75,0.0,106.244440785693,0.0,0.0,0.0,106.244440785693,106.244440785693,106.244440785693,0,1,0,0,0,0.0,253
8,2.0,43.474804161693996,0.0,2.4513724383723455e-15,0.0,0.0,43.474804161693996,43.474804161693996,43.474804161693996,1,0,0,0,0,3.552713678800501e-15,252
9,2.25,67.685055168078,0.0,4.867217739956687e-15,0.0,0.0,67.685055168078,67.685055168078,67.685055168078,1,0,0,0,0,1.0658141036401503e-14,252
10,2.5,0.0,0.0,9.841016890277388e-15,0.0,0.0,-9.841016890277388e-15,-9.841016890277388e-15,0.0,0,0,0,0,0,1.7763568394002505e-14,251
11,2.75,107.34626273327,87.49126430824978,9.841016890277388e-15,0.0,0.0,194.83752704151976,194.83752704151976,194.83752704151976,1,1,0,0,0,1.7763568394002505e-14,255
12,3.0,0.0,0.0,9.841016890277388e-15,0.0,0.0,-9.841016890277388e-15,-9.841016890277388e-15,0.0,0,0,0,0,0,1.7763568394002505e-14,250
13,3.25,0.0,0.0,9.841016890277388e-15,0.0,0.0,-9.841016890277388e-15,-9.841016890277388e-15,0.0,0,0,0,0,0,1.7763568394002505e-14,251
14,3.5,49.219999999908,0.0,9.841016890277388e-15,10.0,0.0,39.21999999990799,39.21999999990799,49.219999999908,1,0,0,0,1,1.7763568394002505e-14,253
15,3.75,0.0,0.0,7.389644451905042e-15,0.0,0.0,-7.389644451905042e-15,-7.389644451905042e-15,0.0,0,0,0,0,0,1.4210854715202004e-14,252
16,4.0,123.31336692335398,0.0,7.389644451905042e-15,0.0,0.0,123.31336692335398,123.31336692335398,123.31336692335398,1,0,0,0,0,1.4210854715202004e-14,252
17,4.25,182.271069214026,0.0,7.389644451905042e-15,0.0,0.0,182.271069214026,182.271069214026,182.271069214026,2,0,0,0,0,1.4210854715202004e-14,252
18,4.5,0.0,0.0,9.841016890277388e-15,10.0,0.0,-10.000000000000009,-10.000000000000009,0.0,0,0,0,0,1,1.7763568394002505e-14,252
19,4.75,0.0,0.0,9.841016890277388e-15,0.0,0.0,-9.841016890277388e-15,-9.841016890277388e-15,0.0,0,0,0,0,0,1.7763568394002505e-14,251
20,5.0,165.561113709676,0.0,9.841016890277388e-15,10.0,0.0,155.561113709676,155.561113709676,165.561113709676,2,0,0,0,1,1.7763568394002505e-14,255
21,5.25,85.903285408713,84.74655816540877,1.014299755297543e-14,0.0,0.0,170.64984357412177,170.64984357412177,170.64984357412177,1,1,0,0,0,1.865174681370263e-14,253
22,5.5,97.08668435458999,0.0,1.014299755297543e-14,0.0,0.0,97.08668435458999,97.08668435458999,97.08668435458999,1,0,0,0,0,1.865174681370263e-14,253
23,5.75,0.0,0.0,1.014299755297543e-14,0.0,0.0,-1.014299755297543e-14,-1.014299755297543e-14,0.0,0,0,0,0,0,1.865174681370263e-14,251
24,6.0,55.199999999999996,91.24534309999541,1.2780887459484803e-14,0.0,0.0,146.4453430999954,146.4453430999954,146.4453430999954,1,1,0,0,0,1.865174681370263e-14,253
25,6.25,0.0,0.0,1.7683632336229494e-14,0.0,0.0,-1.7683632336229494e-14,-1.7683632336229494e-14,0.0,0,0,0,0,0,2.5757174171303632e-14,250
26,6.5,0.0,0.0,1.7683632336229494e-14,0.0,0.0,-1.7683632336229494e-14,-1.7683632336229494e-14,0.0,0,0,0,0,0,2.5757174171303632e-14,250
27,6.75,0.0,0.0,1.7683632336229494e-14,0.0,0.0,-1.7683632336229494e-14,-1.7683632336229494e-14,0.0,0,0,0,0,0,2.5757174171303632e-14,251
28,7.0,0.0,0.0,1.5232259897857146e-14,0.0,0.0,-1.5232259897857146e-14,-1.5232259897857146e-14,0.0,0,0,0,0,0,2.220446049250313e-14,252
29,7.25,62.560000000092,99.61264698933564,1.5232259897857146e-14,0.0,0.0,162.17264698942765,162.17264698942765,162.17264698942765,1,1,0,0,0,2.220446049250313e-14,256
30,7.5,114.86389169461597,221.282897260774,1.7088552795030408e-14,0.0,0.0,336.14678895539,336.14678895539,336.14678895539,1,2,0,0,0,2.4868995751603507e-14,256
31,7.75,0.0,98.41951325664388,1.7088552795030408e-14,0.0,0.0,98.41951325664388,98.41951325664388,98.41951325664388,0,1,0,0,0,2.4868995751603507e-14,254
32,8.0,0.0,132.15715315215726,1.950439809661475e-14,10.0,0.0,122.15715315215725,122.15715315215725,132.15715315215726,0,1,0,0,1,2.4868995751603507e-14,254
33,8.25,0.0,0.0,2.0401458300511876e-14,0.0,0.0,-2.0401458300511876e-14,-2.0401458300511876e-14,0.0,0,0,0,0,0,2.5757174171303632e-14,253
34,8.5,0.0,123.21606411784607,2.0401458300511876e-14,10.0,0.0,113.21606411784606,113.21606411784606,123.21606411784607,0,1,0,0,1,2.5757174171303632e-14,255
35,8.75,120.042981594498,0.0,3.020694805400126e-14,0.0,0.0,120.04298159449797,120.04298159449797,120.042981594498,1,0,0,0,0,3.9968028886505635e-14,260
36,9.0,149.233180527924,123.28354990475819,1.7950085862139532e-14,0.0,0.0,272.51673043268215,272.51673043268215,272.51673043268215,2,1,0,0,0,2.220446049250313e-14,257
37,9.25,188.624578536206,0.0,1.8278711877428576e-14,0.0,0.0,188.624578536206,188.624578536206,188.624578536206,2,0,0,0,0,2.3092638912203256e-14,257
38,9.5,90.56195805303999,0.0,2.073008431580092e-14,0.0,0.0,90.56195805303997,90.56195805303997,90.56195805303999,1,0,0,0,0,2.6645352591003757e-14,257
39,9.75,107.82525549644198,0.0,2.6529889396442738e-14,0.0,0.0,107.82525549644197,107.82525549644197,107.82525549644198,1,0,0,0,0,3.4638958368304884e-14,256
40,10.0,67.62057283967499,342.3764153624152,1.5161205624281138e-14,20.0,0.0,389.99698820209017,389.99698820209017,409.99698820209017,1,3,0,0,2,3.108624468950438e-14,264
41,10.25,437.544641780755,239.02536352062663,1.666222715357435e-14,0.0,0.0,676.5700053013817,676.5700053013817,676.5700053013816,5,2,0,0,0,3.730349362740526e-14,261
42,10.5,119.209158001054,212.68466362040908,2.362554596402333e-14,20.0,0.0,311.8938216214631,311.8938216214631,331.8938216214631,2,2,0,0,2,5.1514348342607263e-14,267
43,10.75,349.40944508303204,155.04864557023154,5.794476010123618e-14,0.0,0.0,504.4580906532635,504.4580906532635,504.4580906532636,6,2,0,0,0,9.592326932761353e-14,265
44,11.0,180.12983429924202,97.48609594040994,2.5863755581667648e-14,0.0,0.0,277.61593023965196,277.61593023965196,277.61593023965196,3,1,0,0,0,7.638334409421077e-14,266
45,11.25,262.24121890787393,343.4351061663043,9.900000000000027,0.0,0.0,595.7763250741784,595.7763250741784,605.6763250741783,3,4,0,0,0,45.00000000000006,263
46,11.5,230.513942883314,220.22403724233186,6.117543859633715,50.0,0.0,394.6204362660121,394.6204362660121,450.7379801256459,4,2,0,0,5,27.80701754378953,269
47,11.75,0.0,196.9218790250572,8.47748302215162,0.0,0.0,188.4443960029056,188.4443960029056,196.9218790250572,0,2,0,0,0,38.53401373705273,256
48,12.0,0.0,224.61150273517768,6.233635634113706,40.0,0.0,178.377867101064,178.377867101064,224.61150273517768,0,2,0,0,4,28.334707427789535,271
49,12.25,385.48332324624903,387.09240332308735,3.300000000000025,0.0,0.0,769.2757265693365,769.2757265693365,772.5757265693364,8,4,0,0,0,15.000000000000085,275
50,12.5,191.02517915402598,519.0650350486226,21.900000000000016,10.0,0.0,678.1902142026486,678.1902142026486,710.0902142026486,4,5,0,0,1,75.00000000000006,270
51,12.75,296.060413175084,443.01813169810146,18.092763940391634,0.0,0.0,720.9857809327938,720.9857809327938,739.0785448731855,4,5,0,0,0,58.115139057684395,270
52,13.0,288.27643173062,282.6767983470408,20.884843680375027,0.0,0.0,550.0683863972857,550.0683863972857,570.9532300776608,6,3,0,1,0,61.42601082463244,271
53,13.25,369.854425170652,168.9354698735634,15.300000000000027,0.0,0.0,523.4898950442154,523.4898950442154,538.7898950442154,6,2,0,1,0,45.00000000000007,268
54,13.5,186.96804907885,51.87905959777976,26.956919261267394,20.0,0.0,191.8901894153624,191.8901894153624,238.84710867662974,3,1,0,0,2,89.43211547431585,269
55,13.75,207.737475552758,0.0,18.750000000000025,0.0,0.0,188.98747555275804,188.98747555275804,207.737475552758,3,0,0,0,0,60.00000000000007,262
56,14.0,330.220432546248,967.4714919309297,22.420595600951582,10.0,0.0,1265.2713288762259,1265.2713288762259,1297.6919244771777,4,10,0,0,1,41.075515822315815,276
57,14.25,0.0,739.0668720956616,16.532670780649596,0.0,0.0,722.5342013150118,722.5342013150118,739.0668720956616,0,7,0,1,0,38.43053769312634,269
58,14.5,169.583832415096,0.0,8.94473684210529,30.0,0.0,130.63909557299075,130.63909557299075,169.583832415096,3,0,0,1,3,27.105263157894807,266
59,14.75,156.906720044248,468.2756904066972,24.900000000000002,0.0,0.0,600.2824104509451,600.2824104509451,625.1824104509452,3,4,0,0,0,60.00000000000003,267
60,15.0,108.819999999897,99.4864699999767,16.94736842097901,20.0,0.0,171.35910157889475,171.35910157889475,208.30646999987368,2,1,0,3,2,24.210526315684316,273
61,15.25,460.14523986487194,789.3550659377836,39.973684210526415,0.0,0.0,1209.5266215921295,1209.5266215921295,1249.5003058026555,5,7,0,2,0,57.10526315789487,271
62,15.5,0.0,231.83197805567391,40.86754385960009,20.0,0.0,170.9644341960739,170.9644341960739,231.83197805567391,0,2,0,1,2,58.59649122800015,265
63,15.75,215.980905591726,0.0,15.705263596656296,0.0,0.0,200.27564199506978,200.27564199506978,215.980905591726,2,0,0,3,0,22.54386027592403,265
64,16.0,474.421830867086,499.820316475248,26.400000000000137,20.0,1000.0,-72.15785265766601,-72.15785265766601,974.242147342334,4,4,1,2,2,30.00000000000016,273
65,16.25,456.438360923418,360.60865468404126,82.34824494301377,0.0,1000.0,-265.30122933555447,-265.30122933555447,817.0470156074592,4,3,1,1,0,103.59649060094745,270
66,16.5,156.194421055818,488.26287041947023,90.8210526317969,20.0,0.0,533.6362388434916,533.6362388434916,644.4572914752882,1,4,0,0,2,106.84210526347374,274
67,16.75,198.544098602284,0.0,110.2500000005748,0.0,3000.0,-2911.7059013982907,-2911.7059013982907,198.544098602284,2,0,3,3,0,135.000000000833,269
68,17.0,338.182048025865,250.46658603546098,50.96927316244428,10.0,0.0,527.6793608988818,527.6793608988818,588.648634061326,3,2,0,2,1,41.73368378631585,269
69,17.25,592.8505873790219,260.05737332929243,69.89736842139797,0.0,2000.0,-1216.9894077130834,-1216.9894077130834,852.9079607083144,4,2,2,0,0,57.19298245642113,271
70,17.5,551.341331995554,279.4853594183121,32.97631578959991,10.0,1000.0,-212.14962437573365,-212.14962437573365,830.8266914138661,4,2,1,2,1,27.105263157999936,271
71,17.75,325.928127621768,276.9889721067133,1.1240786079724786e-13,0.0,1000.0,-397.0829002715186,-397.0829002715186,602.9170997284813,2,2,1,2,0,9.947598300641403e-14,264
72,18.0,143.162042638986,0.0,18.000000000000075,40.0,1000.0,-914.8379573610141,-914.8379573610141,143.162042638986,1,0,1,3,4,15.00000000000006,273
73,18.25,219.86999999974802,288.9188749458346,18.000000000000085,0.0,1000.0,-509.2111250544174,-509.2111250544174,508.7888749455826,2,2,1,3,0,15.000000000000073,272
74,18.5,124.012701741984,460.6154747162776,9.052631578863258,20.0,1000.0,-444.42445512060146,-444.42445512060146,584.6281764582616,1,3,1,4,2,7.543859649052717,274
75,18.75,577.287778577877,144.52910701259432,18.00000000000007,0.0,4000.0,-3296.1831144095286,-3296.1831144095286,721.8168855904713,4,1,4,2,0,15.00000000000006,274
76,19.0,448.690487401827,290.3261799839265,48.75000000000009,30.0,2000.0,-1339.7333326142466,-1339.7333326142466,739.0166673857535,3,2,2,2,3,45.000000000000085,266
77,19.25,0.0,160.26166148875745,34.698414603033754,0.0,1000.0,-874.4367531142763,-874.4367531142763,160.26166148875745,0,1,1,2,0,31.15394973821059,270
78,19.5,428.37251004549597,139.7066623204488,17.609649122656897,20.0,2000.0,-1469.5304767567122,-1469.5304767567122,568.0791723659447,3,1,2,0,2,17.71929824547374,270
79,19.75,324.98293939220696,145.68665873665006,3.694822225952521e-14,0.0,4000.0,-3529.330401871143,-3529.330401871143,470.66959812885705,2,1,4,1,0,3.552713678800501e-14,270
80,20.0,157.79493452623998,0.0,79.05000000000007,10.0,3000.0,-2931.25506547376,-2931.25506547376,157.79493452623998,1,0,3,6,1,75.00000000000003,272
81,20.25,628.139532550384,138.14759424348233,76.44736842075797,0.0,6000.0,-5310.160241626892,-5310.160241626892,766.2871267938664,5,1,6,0,0,72.80701754357901,268
82,20.5,0.0,0.0,83.41052631560532,0.0,2000.0,-2083.4105263156052,-2083.4105263156052,0.0,0,0,2,2,0,80.43859649105266,267
83,20.75,300.666827105444,0.0,71.82196558015582,0.0,2000.0,-1771.1551384747117,-1771.1551384747117,300.666827105444,2,0,2,0,0,69.18550014442104,268
84,21.0,385.59097902699,98.75694523423171,50.105263158079,10.0,2000.0,-1575.7573388968572,-1575.7573388968572,484.3479242612217,3,1,2,5,1,62.71929824578953,270
85,21.25,113.04387297814002,0.0,77.70000000000006,0.0,1000.0,-964.65612702186,-964.65612702186,113.04387297814002,1,0,1,1,0,90.00000000000003,266
86,21.5,538.7735441593541,0.0,34.86975801691793,30.0,3000.0,-2526.0962138575637,-2526.0962138575637,538.7735441593541,4,0,3,2,3,44.929756658947404,279
87,21.75,67.546666666617,0.0,35.70000000000006,0.0,5000.0,-4968.153333333383,-4968.153333333383,67.546666666617,1,0,5,2,0,45.000000000000064,269
88,22.0,180.73536288425402,58.36454894768734,41.250000000000036,0.0,7000.0,-6802.150088168059,-6802.150088168059,239.09991183194137,2,1,7,4,0,60.00000000000005,268
89,22.25,0.0,68.57381492926567,38.0535087719053,0.0,3000.0,-2969.47969384264,-2969.47969384264,68.57381492926567,0,1,3,3,0,62.719298245579,267
90,22.5,0.0,0.0,36.38385912916002,10.0,2000.0,-2046.38385912916,-2046.38385912916,0.0,0,0,2,1,1,55.98446041000004,263
91,22.75,0.0,0.0,36.09329325456843,0.0,4000.0,-4036.0932932545684,-4036.0932932545684,0.0,0,0,4,4,0,51.56184750652633,265
92,23.0,241.07990968332103,0.0,19.93947253488424,10.0,5000.0,-4788.859562851563,-4788.859562851563,241.07990968332103,3,0,5,2,1,36.84210362126319,265
93,23.25,108.201339643013,130.72128097960052,10.500000000000021,0.0,4000.0,-3771.5773793773865,-3771.5773793773865,238.92262062261352,1,2,4,0,0,15.000000000000032,261
94,23.5,67.546666666915,0.0,10.500000000000016,20.0,2000.0,-1962.953333333085,-1962.953333333085,67.546666666915,1,0,2,0,2,15.000000000000025,260
95,23.75,0.0,0.0,10.500000000000032,0.0,2000.0,-2010.5,-2010.5,0.0,0,0,2,1,0,15.000000000000046,260
96,24.0,0.0,0.0,1.9035087719052877,10.0,2000.0,-2011.9035087719053,-2011.9035087719053,0.0,0,0,2,2,1,2.7192982455789867,258
97,24.25,0.0,0.0,10.500000000000009,0.0,5000.0,-5010.5,-5010.5,0.0,0,0,5,1,0,15.000000000000014,259
98,24.5,101.60817110026998,0.0,1.7301715615758437e-14,0.0,3000.0,-2898.39182889973,-2898.39182889973,101.60817110026998,1,0,3,0,0,2.4868995751603507e-14,255
99,24.75,0.0,0.0,1.2327916465437737e-14,0.0,2000.0,-2000.0,-2000.0,0.0,0,0,2,0,0,1.7763568394002505e-14,253
100,25.0,0.0,0.0,1.2327916465437737e-14,0.0,1000.0,-1000.0,-1000.0,0.0,0,0,1,0,0,1.7763568394002505e-14,252
