station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,130.14000000027002,2352.500500297629,2.2907897800905647e-13,0.0,0.0,2482.640500297899,2482.640500297899,2482.640500297899,1,20,0,0,0,2.7711166694643907e-13,2418
1,1261.455409403112,2066.4797111223133,359.2523010613,0.0,0.0,2968.682819464127,2968.682819464127,3327.935120525425,15,16,0,3,0,404.28473981821065,2444
2,2165.2054333798546,533.2769046419057,305.13512979755154,0.0,31000.0,-28606.652791775792,-28606.652791775792,2698.4823380217604,22,6,31,4,0,267.82274138442097,2502
3,1101.587133765417,389.8297035467344,109.6775192989644,0.0,12000.0,-10618.260681986812,-10618.260681986812,1491.4168373121515,17,6,12,7,0,290.95792663663167,2028
4,1935.088146262269,507.3886747258239,187.36604148768234,0.0,0.0,2255.1107795004104,2255.1107795004104,2442.476820988093,20,4,0,0,0,241.00537255147393,2208
5,335.474829785444,1447.2627784521312,3.693134686955079e-13,0.0,0.0,1782.7376082375754,1782.7376082375754,1782.7376082375752,3,12,0,0,0,4.4364512064021255e-13,2730
6,1791.5689040801028,1145.2934946781918,328.68633892040515,0.0,4000.0,-1391.8239401621097,-1391.8239401621097,2936.8623987582946,18,11,4,1,0,287.1699468414738,2552
7,738.3557582011169,950.3430735526479,24.17192982467413,0.0,21000.0,-19335.473098070906,-19335.473098070906,1688.6988317537648,10,12,21,18,0,84.91228070210568,2282
8,1231.5017041610831,2341.482089901556,284.486842104758,0.0,12000.0,-8711.50304804212,-8711.50304804212,3572.983794062639,12,22,12,11,0,238.94736842063176,3138
9,2530.5027901952303,1011.2874319169441,133.40735259679488,0.0,32000.0,-28591.617130484618,-28591.617130484618,3541.7902221121744,26,9,32,19,0,371.9136598401056,3196
10,696.9268182574658,2002.9265904695162,36.449122806912804,0.0,1000.0,1663.4042859200695,1663.4042859200695,2699.853408726982,7,17,1,2,0,74.38596491210544,2430
