station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,2770.8947755295903,65.17508171276873,0.0,0.0,2705.719693816822,2705.719693816822,2770.8947755295903,0,23,0,3,0,74.27428141157937,2604
1,1014.921293358445,881.9696061553536,2.735589532676386e-13,0.0,0.0,1896.8908995137988,1896.8908995137988,1896.8908995137986,13,6,0,0,0,3.126388037344441e-13,2590
2,2618.818051378301,1133.71193939704,593.2948902487515,0.0,27000.0,-23840.764899473408,-23840.764899473408,3752.5299907753406,21,9,27,4,0,511.80657175333135,2674
3,1538.288038898224,716.6011367299827,518.4115730586778,0.0,11000.0,-9263.522397430472,-9263.522397430472,2254.8891756282064,19,11,11,3,0,704.4607569391031,2176
4,1946.8588155760713,674.2760144339227,256.7110235012302,0.0,0.0,2364.4238065087648,2364.4238065087648,2621.134830009994,22,5,0,0,0,326.6904351914849,2374
5,1274.606017729835,1597.5855378934145,4.1138203954460587e-13,0.0,0.0,2872.1915556232498,2872.1915556232498,2872.1915556232498,9,13,0,0,0,4.605205106145149e-13,2944
6,3018.806541362605,632.717506597334,558.4406895878934,0.0,3000.0,93.08335837204507,93.08335837204507,3651.524047959939,26,5,3,2,0,479.8232673204552,2740
7,2261.476238976885,1102.5862563551195,805.6122975942519,0.0,15000.0,-12441.549802262245,-12441.549802262245,3364.0624953320043,24,13,15,13,0,1053.9683573415796,2450
8,1179.992566483299,2298.84637961872,288.0210526315738,0.0,12000.0,-8809.182106529553,-8809.182106529553,3478.8389461020192,12,23,12,12,0,271.92982456147405,3366
9,3011.483567895186,2049.40891549952,794.5500853476675,0.0,18000.0,-13733.657601952966,-13733.657601952966,5060.892483394706,31,18,18,11,0,1309.5808075163538,3404
10,703.857260539904,2333.947997796231,260.16219417040287,0.0,5000.0,-2222.3569358342684,-2222.3569358342684,3037.805258336135,5,20,5,6,0,224.27775359517506,2624
