station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,2585.3427981380773,9.913847520692802e-14,0.0,0.0,2585.3427981380773,2585.3427981380773,2585.3427981380773,0,22,0,11,0,1.652011860642233e-13,2420
1,1646.051758539826,713.0426773698659,70.68746965561196,0.0,0.0,2288.406966254081,2288.406966254081,2359.094435909692,19,6,0,0,0,94.00114510968473,2404
2,2175.026310357738,319.4140994038307,243.46842105279484,0.0,25000.0,-22749.028011291226,-22749.028011291226,2494.440409761569,24,4,25,2,0,252.63157894747388,2464
3,1084.305432574902,377.52799781169495,61.74210526391178,0.0,9000.0,-7599.908674877314,-7599.908674877314,1461.8334303865968,16,5,9,3,0,126.31578947431626,1992
4,1486.5903632731658,680.1290229571645,95.52099344554868,0.0,7000.0,-4928.801607215217,-4928.801607215217,2166.71938623033,15,7,7,1,0,87.16432241568435,2200
5,531.500725890228,1724.438386859491,1.6740386854507965e-13,0.0,0.0,2255.939112749719,2255.939112749719,2255.939112749719,3,14,0,0,0,1.9539925233402755e-13,2709
6,1642.8121046998738,659.280351265044,102.73684210522116,0.0,7000.0,-4800.644386140303,-4800.644386140303,2302.092455964918,20,5,7,2,0,85.61403508768441,2529
7,807.3496074057781,810.0831790592051,2.3909763058327373e-14,0.0,26000.0,-24382.567213535018,-24382.567213535018,1617.432786464983,10,10,26,16,0,4.796163466380676e-14,2264
8,1911.387726917819,1603.90345305677,135.15789473646322,0.0,10000.0,-6619.866714761875,-6619.866714761875,3515.291179974589,15,16,10,12,0,112.63157894705272,3102
9,1145.9736108660588,1503.481778034386,14.259627813396017,0.0,31000.0,-28364.804238912948,-28364.804238912948,2649.4553889004446,15,14,31,21,0,41.94008180410563,3158
10,339.1627025884801,2277.193450694326,2.072839122568834e-13,0.0,2000.0,616.3561532828057,616.3561532828057,2616.356153282806,3,19,2,10,0,2.0608514894604468e-13,2422
