station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,239.39333333342202,2352.500500297629,9.455547456127567e-13,0.0,0.0,2591.893833631051,2591.893833631051,2591.893833631051,2,20,0,0,0,1.2310152897043736e-12,3124
1,1417.9487427361519,2206.1205901580734,449.2161253322206,0.0,0.0,3174.853207562004,3174.853207562004,3624.069332894225,17,17,0,2,0,590.199196050264,3152
2,6608.833173045977,841.4155898210182,2659.7791867840215,0.0,0.0,4790.469576082968,4790.469576082968,7450.248762866995,65,8,0,2,0,3182.010221452557,3230
3,4088.8133851579896,929.5098448380352,2417.931231797932,0.0,0.0,2600.3919981980907,2600.3919981980907,5018.323229996025,52,10,0,3,0,2802.589925329663,2650
4,2949.1099595352525,507.3886747258239,501.1080595369319,0.0,0.0,2955.390574724145,2955.390574724145,3456.4986342610764,29,4,0,0,0,681.562867080035,2866
5,2143.643382213703,1447.2627784521312,232.97112965278103,0.0,0.0,3357.935031013053,3357.935031013053,3590.9061606658342,17,12,0,0,0,332.8158995039727,3558
6,3260.9807274364057,1145.2934946781918,1081.579883642777,0.0,0.0,3324.6943384718243,3324.6943384718243,4406.274222114597,32,11,0,1,0,1262.0061960247572,3308
7,5140.6314642986645,2890.932352847749,3300.7958807782,0.0,0.0,4730.767936368201,4730.767936368201,8031.563817146413,53,26,0,4,0,4280.586573603182,2966
8,3493.08494652378,3404.3841481713175,2147.55672490322,0.0,0.0,4749.912369791863,4749.912369791863,6897.469094695098,44,30,0,3,0,2451.66234953387,4074
9,7587.546815844913,3006.1375247269625,3883.0172738293877,0.0,2000.0,4710.667066742521,4710.667066742521,10593.684340571876,70,26,2,2,0,5078.58415390369,4120
10,1977.4935336248063,2011.2443073845143,675.085316953231,0.0,0.0,3313.652524056081,3313.652524056081,3988.7378410093206,32,18,0,1,0,1116.5740275265139,3182
