station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,2613.178581640683,1.3161713010258463e-11,0.0,0.0,2613.178581640671,2613.178581640671,2613.178581640683,0,22,0,6,0,1.4357481943734693e-11,2586
1,811.558894946932,2281.999645359319,254.87350323094716,0.0,0.0,2838.6850370753077,2838.6850370753077,3093.558540306251,9,18,0,1,0,275.22806452137763,2586
2,3477.809305379461,916.0369939290318,1203.7295580966343,0.0,16000.0,-12809.883258788142,-12809.883258788142,4393.846299308493,34,9,16,0,0,1327.528947982911,2648
3,1844.475319416522,668.7410413627616,680.2733230209586,0.0,9000.0,-7167.056962241675,-7167.056962241675,2513.2163607792836,25,7,9,7,0,762.1181316828461,2166
4,2106.18787661824,431.9210037404967,265.5550639650788,0.0,0.0,2272.5538163936585,2272.5538163936585,2538.1088803587368,23,4,0,0,0,379.36437709299753,2354
5,832.265199733532,1241.3540778053439,5.6364197815822604e-12,0.0,0.0,2073.619277538871,2073.619277538871,2073.619277538876,6,9,0,0,0,2.2685175504297638e-11,2905
6,2976.110144705657,266.30364478658043,177.00561388790948,0.0,2000.0,1065.4081756043288,1065.4081756043288,3242.413789492238,23,3,2,0,0,173.71963227419954,2701
7,2140.593719512752,1073.347550721097,479.59023551347303,0.0,23000.0,-20265.648965279623,-20265.648965279623,3213.941270233849,25,12,23,9,0,1070.3667024613499,2438
8,1772.7346024108358,2431.3430942674886,576.4010195116202,0.0,16000.0,-12372.323322833294,-12372.323322833294,4204.077696678324,18,23,16,10,0,615.930674154717,3354
9,2719.35946010967,1649.3593805127812,640.2741493084121,0.0,12000.0,-8271.555308685962,-8271.555308685962,4368.718840622451,30,16,12,27,0,1033.4644041226743,3390
10,1224.0152652814459,1533.659229479093,69.2763276360241,0.0,0.0,2688.398167124514,2688.398167124514,2757.674494760539,11,16,0,1,0,223.47202463232134,2586
