station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,2555.247397052338,2.1085355683680972e-14,0.0,0.0,2555.247397052338,2555.247397052338,2555.247397052338,0,22,0,4,0,2.6645352591003757e-14,2406
1,1129.972120806001,1541.091513284717,116.78158248293916,0.0,4000.0,-1445.71794839222,-1445.71794839222,2671.0636340907176,14,11,4,1,0,119.16488008463182,2414
2,1194.2389265186969,864.0084954294697,9.684210526364264,0.0,34000.0,-31951.436788578198,-31951.436788578198,2058.2474219481664,14,9,34,16,0,42.10526315810539,2500
3,490.500784223392,887.6220102341618,36.31842105267068,0.0,22000.0,-20658.195626595116,-20658.195626595116,1378.122794457554,8,12,22,4,0,84.21052631578989,2018
4,1698.9461480110133,543.0072679134071,103.17519538798452,0.0,3000.0,-861.2217794635649,-861.2217794635649,2241.9534159244204,18,4,3,0,0,83.88227267315827,2190
5,309.43928406927796,1978.7373899313895,1.4583889651476058e-13,0.0,0.0,2288.1766740006674,2288.1766740006674,2288.1766740006674,2,16,0,0,0,2.2737367544323206e-13,2711
6,1690.781830587816,628.9362104532795,205.4736842100632,0.0,5000.0,-2885.7556431689677,-2885.7556431689677,2319.7180410410956,21,6,5,0,0,171.22807017505278,2525
7,1351.9808558272919,412.20635937015504,29.22456140347385,0.0,21000.0,-19265.037346206027,-19265.037346206027,1764.187215197447,18,5,21,17,0,127.01754385947405,2262
8,1221.3436990538842,2277.4022253272265,336.9210526321202,0.0,9000.0,-5838.175128251009,-5838.175128251009,3498.745924381111,14,22,9,6,0,309.47368421094757,3098
9,2182.737817169318,467.93985271332343,18.078507432778345,0.0,19000.0,-16367.400837550136,-16367.400837550136,2650.6776698826416,25,4,19,12,0,41.7589663175796,3116
10,687.962703629888,1876.5267819325857,6.167510946397673e-14,0.0,2000.0,564.4894855624734,564.4894855624734,2564.4894855624734,5,17,2,12,0,6.217248937900877e-14,2426
