period,time_hours,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,251
1,0.25,0.0,68.67519422028536,0.0,0.0,0.0,68.67519422028536,68.67519422028536,68.67519422028536,0,1,0,0,0,0.0,251
2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,253
3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,251
4,1.0,0.0,98.41965993695473,0.0,0.0,0.0,98.41965993695473,98.41965993695473,98.41965993695473,0,1,0,0,0,0.0,253
5,1.25,0.0,70.42739178912254,0.0,0.0,0.0,70.42739178912254,70.42739178912254,70.42739178912254,0,1,0,0,0,0.0,251
6,1.5,0.0,0.0,0.0,10.0,0.0,-10.0,-10.0,0.0,0,0,0,0,1,0.0,253
7,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,251
8,2.0,100.22680898346,98.82028965371447,0.0,0.0,0.0,199.04709863717449,199.04709863717449,199.04709863717449,1,1,0,0,0,0.0,252
9,2.25,0.0,0.0,4.973799150320701e-15,0.0,0.0,-4.973799150320701e-15,-4.973799150320701e-15,0.0,0,0,0,0,0,7.105427357601002e-15,250
10,2.5,0.0,0.0,4.973799150320701e-15,10.0,0.0,-10.000000000000005,-10.000000000000005,0.0,0,0,0,0,1,7.105427357601002e-15,254
11,2.75,59.874766661083,115.02182439160632,4.973799150320701e-15,0.0,0.0,174.8965910526893,174.8965910526893,174.8965910526893,1,1,0,0,0,7.105427357601002e-15,253
12,3.0,0.0,0.0,1.2150280781497713e-14,10.0,0.0,-10.000000000000012,-10.000000000000012,0.0,0,0,0,0,1,2.1316282072803006e-14,251
13,3.25,0.0,0.0,1.2150280781497713e-14,0.0,0.0,-1.2150280781497713e-14,-1.2150280781497713e-14,0.0,0,0,0,0,0,2.1316282072803006e-14,252
14,3.5,0.0,0.0,7.247535904753022e-15,0.0,0.0,-7.247535904753022e-15,-7.247535904753022e-15,0.0,0,0,0,0,0,1.4210854715202004e-14,251
15,3.75,120.17795507467301,121.50617319973603,7.247535904753022e-15,0.0,0.0,241.68412827440903,241.68412827440903,241.68412827440903,1,1,0,0,0,1.4210854715202004e-14,252
16,4.0,108.35659412062199,0.0,1.5827339439056232e-14,0.0,0.0,108.35659412062199,108.35659412062199,108.35659412062199,1,0,0,0,0,2.6645352591003757e-14,251
17,4.25,0.0,0.0,1.5827339439056232e-14,0.0,0.0,-1.5827339439056232e-14,-1.5827339439056232e-14,0.0,0,0,0,0,0,2.6645352591003757e-14,252
18,4.5,64.016666666935,0.0,1.5827339439056232e-14,0.0,0.0,64.016666666935,64.016666666935,64.016666666935,1,0,0,0,0,2.6645352591003757e-14,251
19,4.75,87.739357124962,0.0,2.080113858937693e-14,0.0,0.0,87.739357124962,87.739357124962,87.739357124962,1,0,0,0,0,3.375077994860476e-14,251
20,5.0,0.0,0.0,2.135180920959101e-14,0.0,0.0,-2.135180920959101e-14,-2.135180920959101e-14,0.0,0,0,0,0,0,3.552713678800501e-14,251
21,5.25,0.0,0.0,2.135180920959101e-14,0.0,0.0,-2.135180920959101e-14,-2.135180920959101e-14,0.0,0,0,0,0,0,3.552713678800501e-14,251
22,5.5,238.13654994507402,0.0,2.135180920959101e-14,10.0,0.0,228.13654994507402,228.13654994507402,238.13654994507402,2,0,0,0,1,3.552713678800501e-14,254
23,5.75,0.0,0.0,2.2044588376957105e-14,0.0,0.0,-2.2044588376957105e-14,-2.2044588376957105e-14,0.0,0,0,0,0,0,3.552713678800501e-14,250
24,6.0,96.53389667851201,0.0,2.433608869978343e-14,0.0,0.0,96.53389667851201,96.53389667851201,96.53389667851201,1,0,0,0,0,3.552713678800501e-14,253
25,6.25,59.59999999985101,90.1674689177074,2.930988785010413e-14,0.0,0.0,149.7674689175584,149.7674689175584,149.7674689175584,1,1,0,0,0,4.263256414560601e-14,253
26,6.5,0.0,0.0,3.304023721284466e-14,10.0,0.0,-10.000000000000036,-10.000000000000036,0.0,0,0,0,0,1,4.796163466380676e-14,251
27,6.75,0.0,0.0,3.055333763768431e-14,0.0,0.0,-3.055333763768431e-14,-3.055333763768431e-14,0.0,0,0,0,0,0,4.440892098500626e-14,250
28,7.0,0.0,0.0,3.055333763768431e-14,0.0,0.0,-3.055333763768431e-14,-3.055333763768431e-14,0.0,0,0,0,0,0,4.440892098500626e-14,254
29,7.25,0.0,101.78232470219,2.5686119897727623e-14,0.0,0.0,101.78232470219,101.78232470219,101.78232470219,0,1,0,0,0,3.730349362740526e-14,251
30,7.5,47.99999999975999,0.0,3.174349672008247e-14,10.0,0.0,37.99999999975995,37.99999999975995,47.99999999975999,1,0,0,0,1,4.618527782440651e-14,255
31,7.75,0.0,0.0,3.920419544556353e-14,0.0,0.0,-3.920419544556353e-14,-3.920419544556353e-14,0.0,0,0,0,0,0,5.684341886080802e-14,253
32,8.0,0.0,362.67132032141717,5.597300400950189e-14,10.0,0.0,352.67132032141717,352.67132032141717,362.67132032141717,0,3,0,0,1,7.460698725481052e-14,257
33,8.25,96.63190667055001,0.0,4.360956040727615e-14,0.0,0.0,96.63190667055001,96.63190667055001,96.63190667055001,1,0,0,0,0,5.861977570020827e-14,256
34,8.5,0.0,481.9471687927725,4.11226608321158e-14,10.0,0.0,471.9471687927725,471.9471687927725,481.9471687927725,0,4,0,0,1,5.5067062021407764e-14,258
35,8.75,95.11011072707,0.0,5.782041512247815e-14,0.0,0.0,95.11011072707,95.11011072707,95.11011072707,1,0,0,0,0,7.460698725481052e-14,254
36,9.0,0.0,133.9305502351571,5.998757046654646e-14,20.0,0.0,113.9305502351571,113.9305502351571,133.9305502351571,0,1,0,0,2,7.815970093361102e-14,258
37,9.25,165.85103100985998,121.61050440386926,5.5866422599137876e-14,0.0,0.0,287.4615354137292,287.4615354137292,287.4615354137292,2,1,0,0,0,7.105427357601002e-14,261
38,9.5,120.926666666729,449.01490681515133,6.059153179194253e-14,0.0,0.0,569.9415734818804,569.9415734818804,569.9415734818804,1,4,0,0,0,6.927791673660977e-14,260
39,9.75,221.92737811878095,466.43795856207305,7.696954185121286e-14,0.0,0.0,688.365336680854,688.365336680854,688.3653366808539,3,4,0,0,0,9.237055564881302e-14,266
40,10.0,283.66109884207,192.3264441102678,8.512301974406e-14,20.0,0.0,455.9875429523378,455.9875429523378,475.9875429523378,3,2,0,0,2,1.2789769243681803e-13,265
41,10.25,36.023333333467995,73.61150281526405,8.14992517916835e-14,0.0,0.0,109.63483614873199,109.63483614873199,109.63483614873203,1,1,0,0,0,1.2434497875801753e-13,261
42,10.5,133.87450305428098,459.9280405061399,6.405542762877302e-14,60.0,0.0,533.8025435604209,533.8025435604209,593.8025435604209,2,5,0,0,6,1.1901590823981678e-13,271
43,10.75,261.422452136127,418.69771007755526,7.869260798543112e-14,0.0,0.0,680.1201622136823,680.1201622136823,680.1201622136823,3,3,0,0,0,1.438849039914203e-13,263
44,11.0,0.0,66.96069388779178,6.1809111746358605,40.0,0.0,20.779782713155935,20.779782713155935,66.96069388779178,0,1,0,0,4,9.225240559158054,259
45,11.25,305.557272385312,302.63844592488573,9.938778618742173,0.0,0.0,598.2569396914556,598.2569396914556,608.1957183101977,3,3,0,0,0,14.833997938421254,272
46,11.5,246.59571221045599,328.504970909024,3.75344200165273e-14,70.0,0.0,505.10068311948,505.10068311948,575.10068311948,5,4,0,0,7,7.460698725481052e-14,280
47,11.75,418.22351446119995,442.1659208914078,3.7279078135337556,0.0,0.0,856.6615275390742,856.6615275390742,860.3894353526077,5,5,0,0,0,5.564041512736974,265
