station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,2887.7235946552296,172.93309329978948,0.0,0.0,2714.790501355441,2714.790501355441,2887.7235946552296,0,25,0,1,0,234.22507400057964,2802
1,1941.812046139471,1690.5741735722722,456.314650658109,0.0,0.0,3176.0715690536363,3176.0715690536363,3632.3862197117433,23,12,0,0,0,633.2649167845179,2820
2,7308.157108782878,1813.2699689999097,3440.366108395027,0.0,0.0,5681.0609693877595,5681.0609693877595,9121.427077782788,68,15,0,10,0,4263.746562080814,2936
3,3481.5334984197802,1237.266167629683,2024.319673551527,0.0,0.0,2694.479992497936,2694.479992497936,4718.799666049463,41,15,0,1,0,2505.8827408997786,2364
4,2792.095851135455,543.0072679134071,338.8673704707761,0.0,0.0,2996.2357485780863,2996.2357485780863,3335.103119048862,25,4,0,0,0,450.944614457017,2558
5,1636.733955279217,1978.7373899313895,100.98984108165406,0.0,0.0,3514.481504128953,3514.481504128953,3615.4713452106066,11,16,0,0,0,144.27120154521995,3179
6,2989.5038254471788,628.9362104532795,647.1929754603478,0.0,0.0,2971.2470604401146,2971.2470604401146,3618.4400359004585,31,6,0,0,0,782.4255412843208,2949
7,5151.274090816673,1874.8658200401646,2544.961593125422,0.0,0.0,4481.178317731412,4481.178317731412,7026.1399108568385,55,17,0,5,0,3518.1389773954957,2654
8,2884.909757112626,2698.2133952838426,1539.0279435479085,0.0,0.0,4044.095208848561,4044.095208848561,5583.123152396469,36,25,0,3,0,1741.7398285830602,3628
9,5211.467149008098,1655.1469703537464,2195.638817533051,0.0,2000.0,2670.9753018287893,2670.9753018287893,6866.614119361844,52,13,2,3,0,2480.3333204944274,3640
10,1747.9258828127959,2808.6074209807084,1222.1546017539135,0.0,0.0,3334.378702039585,3334.378702039585,4556.533303793504,25,26,0,3,0,1727.8953136653013,2858
