day_id,status,verified,incumbent_objective,best_bound,relative_gap,solve_seconds,build_seconds,reservation_failure_rate,random_service_rate,mean_wait_minutes,path_adjustments
1,time_limit,True,33473.520880756856,54950.893557754614,0.39084665028102883,1800.0499992370605,13.890809100004844,0.1,0.47,14.075161596812956,0
37,time_limit,True,35156.49737473503,54880.50931743546,0.35939921454836316,1800.0439987182617,13.913131700013764,0.08,0.5,14.387804375689905,0
3,time_limit,False,,55948.422681627846,,1800.0459995269775,14.991778999974485,,,,
4,time_limit,True,36330.509289668735,53638.211349932055,0.32267485482222824,1800.0539989471436,12.453717800031882,0.15,0.98,14.33463209299807,0
19,time_limit,True,34457.845286067226,55868.245236577306,0.3832302206709108,1800.0579986572266,14.06518179998966,0.095,0.475,13.635679513709123,0
13,time_limit,True,34622.24235445524,54165.1311632919,0.36080202132107125,1800.0639991760254,13.174443700001575,0.055,0.475,14.503008864386556,0
14,time_limit,True,29463.223376893857,57802.826573880186,0.4902805775555683,1800.0659999847412,18.728353499958757,0.135,0.325,13.044631855287271,0
