node_idx,distance,time,weekday,demand
s1,14.0,13,5,8
s1,14.0,13,6,8
s1,14.0,13,7,8
s1,14.0,14,1,6
s1,14.0,14,2,8
s1,14.0,14,3,6
s1,14.0,14,4,6
s1,14.0,14,5,8
s1,14.0,14,6,10
s1,14.0,14,7,6
s1,14.0,15,1,8
s1,14.0,15,2,6
s1,14.0,15,3,8
s1,14.0,15,4,6
s1,14.0,15,5,6
s1,14.0,15,6,10
s1,14.0,15,7,4
s1,14.0,16,1,12
s1,14.0,16,2,8
s1,14.0,16,3,10
s1,14.0,16,4,4
s1,14.0,16,5,10
s1,14.0,16,6,8
s1,14.0,16,7,8
s1,14.0,17,1,10
s1,14.0,17,2,8
s1,14.0,17,3,6
s1,14.0,17,4,10
s1,14.0,17,5,14
s1,14.0,17,6,8
s1,14.0,17,7,8
s1,14.0,18,1,6
s1,14.0,18,2,8
s1,14.0,18,3,12
s1,14.0,18,4,10
s1,14.0,18,5,8
s1,14.0,18,6,6
s1,14.0,18,7,8
s1,14.0,19,1,8
s1,14.0,19,2,8
s1,14.0,19,3,8
s1,14.0,19,4,8
s1,14.0,19,5,8
s1,14.0,19,6,8
s1,14.0,19,7,4
s1,14.0,20,1,8
s1,14.0,20,2,10
s1,14.0,20,3,6
s1,14.0,20,4,8
s1,14.0,20,5,8
s1,14.0,20,6,6
s1,14.0,20,7,6
s1,14.0,21,1,8
s1,14.0,21,2,6
s1,14.0,21,3,6
s1,14.0,21,4,6
s1,14.0,21,5,6
s1,14.0,21,6,8
s1,14.0,21,7,6
s1,14.0,22,1,2
s1,14.0,22,2,4
s1,14.0,22,3,2
s1,14.0,22,4,4
s1,14.0,22,5,2
s1,14.0,22,6,4
s1,14.0,22,7,4
s1,14.0,23,1,6
s1,14.0,23,2,8
s1,14.0,23,3,4
s1,14.0,23,4,8
s1,14.0,23,5,8
s1,14.0,23,6,8
s1,14.0,23,7,4
s2,61.0,0,1,1
s2,61.0,0,2,1
s2,61.0,0,3,0
s2,61.0,0,4,0
s2,61.0,0,5,0
s2,61.0,0,6,0
s2,61.0,0,7,0
s2,61.0,1,1,0
s2,61.0,1,2,0
s2,61.0,1,3,0
s2,61.0,1,4,0
s2,61.0,1,5,0
s2,61.0,1,6,0
s2,61.0,1,7,0
s2,61.0,2,1,0
s2,61.0,2,2,0
s2,61.0,2,3,0
s2,61.0,2,4,0
s2,61.0,2,5,0
s2,61.0,2,6,0
s2,61.0,2,7,0
s2,61.0,3,1,0
s2,61.0,3,2,0
s2,61.0,3,3,0
s2,61.0,3,4,0
s2,61.0,3,5,0
s2,61.0,3,6,0
s2,61.0,3,7,0
s2,61.0,4,1,0
s2,61.0,4,2,0
s2,61.0,4,3,0
s2,61.0,4,4,0
s2,61.0,4,5,0
s2,61.0,4,6,0
s2,61.0,4,7,0
s2,61.0,5,1,0
s2,61.0,5,2,0
s2,61.0,5,3,0
s2,61.0,5,4,0
s2,61.0,5,5,0
s2,61.0,5,6,0
s2,61.0,5,7,0
s2,61.0,6,1,1
s2,61.0,6,2,0
s2,61.0,6,3,0
s2,61.0,6,4,0
s2,61.0,6,5,0
s2,61.0,6,6,0
s2,61.0,6,7,1
s2,61.0,7,1,2
s2,61.0,7,2,3
s2,61.0,7,3,0
s2,61.0,7,4,1
s2,61.0,7,5,2
s2,61.0,7,6,3
s2,61.0,7,7,2
s2,61.0,8,1,1
s2,61.0,8,2,1
s2,61.0,8,3,1
s2,61.0,8,4,3
s2,61.0,8,5,2
s2,61.0,8,6,2
s2,61.0,8,7,3
s2,61.0,9,1,2
s2,61.0,9,2,1
s2,61.0,9,3,2
s2,61.0,9,4,1
s2,61.0,9,5,3
s2,61.0,9,6,2
s2,61.0,9,7,3
s2,61.0,10,1,5
s2,61.0,10,2,3
s2,61.0,10,3,2
s2,61.0,10,4,2
s2,61.0,10,5,2
s2,61.0,10,6,3
s2,61.0,10,7,3
s2,61.0,11,1,3
s2,61.0,11,2,2
s2,61.0,11,3,2
s2,61.0,11,4,2
s2,61.0,11,5,2
s2,61.0,11,6,3
s2,61.0,11,7,4
s2,61.0,12,1,4
s2,61.0,12,2,2
s2,61.0,12,3,2
s2,61.0,12,4,2
s2,61.0,12,5,3
s2,61.0,12,6,3
s2,61.0,12,7,4
s2,61.0,13,1,4
s2,61.0,13,2,3
s2,61.0,13,3,3
s2,61.0,13,4,2
s2,61.0,13,5,4
s2,61.0,13,6,4
s2,61.0,13,7,4
s2,61.0,14,1,6
s2,61.0,14,2,3
s2,61.0,14,3,3
s2,61.0,14,4,3
s2,61.0,14,5,3
s2,61.0,14,6,4
s2,61.0,14,7,2
s2,61.0,15,1,6
s2,61.0,15,2,3
s2,61.0,15,3,3
s2,61.0,15,4,2
s2,61.0,15,5,4
s2,61.0,15,6,4
s2,61.0,15,7,4
s2,61.0,16,1,6
s2,61.0,16,2,3
s2,61.0,16,3,5
s2,61.0,16,4,4
s2,61.0,16,5,4
s2,61.0,16,6,5
s2,61.0,16,7,4
s2,61.0,17,1,6
s2,61.0,17,2,4
s2,61.0,17,3,3
s2,61.0,17,4,4
s2,61.0,17,5,3
s2,61.0,17,6,4
s2,61.0,17,7,3
s2,61.0,18,1,7
s2,61.0,18,2,3
s2,61.0,18,3,3
s2,61.0,18,4,2
s2,61.0,18,5,3
s2,61.0,18,6,5
s2,61.0,18,7,2
s2,61.0,19,1,4
s2,61.0,19,2,3
s2,61.0,19,3,1
s2,61.0,19,4,2
s2,61.0,19,5,2
s2,61.0,19,6,3
s2,61.0,19,7,1
s2,61.0,20,1,1
s2,61.0,20,2,1
s2,61.0,20,3,1
s2,61.0,20,4,2
s2,61.0,20,5,2
s2,61.0,20,6,3
s2,61.0,20,7,1
s2,61.0,21,1,2
s2,61.0,21,2,1
s2,61.0,21,3,1
s2,61.0,21,4,1
s2,61.0,21,5,1
s2,61.0,21,6,2
s2,61.0,21,7,1
s2,61.0,22,1,2
s2,61.0,22,2,0
s2,61.0,22,3,1
s2,61.0,22,4,0
s2,61.0,22,5,1
s2,61.0,22,6,2
s2,61.0,22,7,1
s2,61.0,23,1,1
s2,61.0,23,2,0
s2,61.0,23,3,1
s2,61.0,23,4,0
s2,61.0,23,5,2
s2,61.0,23,6,1
s2,61.0,23,7,2
s3,255.0,0,1,0
s3,255.0,0,2,0
s3,255.0,0,3,1
s3,255.0,0,4,0
s3,255.0,0,5,0
s3,255.0,0,6,1
s3,255.0,0,7,1
s3,255.0,1,1,0
s3,255.0,1,2,0
s3,255.0,1,3,0
s3,255.0,1,4,0
s3,255.0,1,5,0
s3,255.0,1,6,0
s3,255.0,1,7,0
s3,255.0,2,1,0
s3,255.0,2,2,0
s3,255.0,2,3,0
s3,255.0,2,4,0
s3,255.0,2,5,0
s3,255.0,2,6,0
s3,255.0,2,7,0
s3,255.0,3,1,0
s3,255.0,3,2,0
s3,255.0,3,3,0
s3,255.0,3,4,0
s3,255.0,3,5,0
s3,255.0,3,6,0
s3,255.0,3,7,0
s3,255.0,4,1,0
s3,255.0,4,2,0
s3,255.0,4,3,0
s3,255.0,4,4,0
s3,255.0,4,5,0
s3,255.0,4,6,0
s3,255.0,4,7,0
s3,255.0,5,1,0
s3,255.0,5,2,0
s3,255.0,5,3,0
s3,255.0,5,4,0
s3,255.0,5,5,0
s3,255.0,5,6,0
s3,255.0,5,7,0
s3,255.0,6,1,0
s3,255.0,6,2,0
s3,255.0,6,3,0
s3,255.0,6,4,0
s3,255.0,6,5,0
s3,255.0,6,6,0
s3,255.0,6,7,0
s3,255.0,7,1,0
s3,255.0,7,2,0
s3,255.0,7,3,0
s3,255.0,7,4,0
s3,255.0,7,5,1
s3,255.0,7,6,0
s3,255.0,7,7,0
s3,255.0,8,1,2
s3,255.0,8,2,1
s3,255.0,8,3,0
s3,255.0,8,4,1
s3,255.0,8,5,2
s3,255.0,8,6,1
s3,255.0,8,7,1
s3,255.0,9,1,2
s3,255.0,9,2,1
s3,255.0,9,3,1
s3,255.0,9,4,1
s3,255.0,9,5,2
s3,255.0,9,6,2
s3,255.0,9,7,3
s3,255.0,10,1,4
s3,255.0,10,2,3
s3,255.0,10,3,3
s3,255.0,10,4,2
s3,255.0,10,5,2
s3,255.0,10,6,3
s3,255.0,10,7,4
s3,255.0,11,1,6
s3,255.0,11,2,3
s3,255.0,11,3,3
s3,255.0,11,4,3
s3,255.0,11,5,4
s3,255.0,11,6,3
s3,255.0,11,7,5
s3,255.0,12,1,3
s3,255.0,12,2,4
s3,255.0,12,3,3
s3,255.0,12,4,2
s3,255.0,12,5,3
s3,255.0,12,6,2
s3,255.0,12,7,5
s3,255.0,13,1,7
s3,255.0,13,2,4
s3,255.0,13,3,4
s3,255.0,13,4,3
s3,255.0,13,5,3
s3,255.0,13,6,4
s3,255.0,13,7,5
s3,255.0,14,1,5
s3,255.0,14,2,5
s3,255.0,14,3,3
s3,255.0,14,4,3
s3,255.0,14,5,3
