station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,2505.754016775092,4.878941695096735e-13,0.0,0.0,2505.754016775092,2505.754016775092,2505.754016775092,0,22,0,14,0,6.785683126508957e-13,2822
1,970.6302450605091,987.0470483357773,1.408970717875488e-12,0.0,0.0,1957.677293396286,1957.677293396286,1957.6772933962864,11,7,0,0,0,2.1938006966593093e-12,2786
2,3640.769359509898,348.63186748237933,792.0736696041889,0.0,25000.0,-21802.67244261191,-21802.67244261191,3989.4012269922773,30,3,25,3,0,702.5786433988978,2872
3,1385.749297282795,361.0474105606288,226.39344719493587,0.0,20000.0,-18479.596739351513,-18479.596739351513,1746.7967078434237,18,6,20,7,0,369.33770228578965,2352
4,2146.9276863633604,671.8007234415912,231.69754151539834,0.0,0.0,2587.030868289554,2587.030868289554,2818.7284098049518,20,6,0,0,0,300.0008999521058,2552
5,838.831086560394,1549.4716869400982,5.12798692398064e-13,0.0,0.0,2388.302773500492,2388.302773500492,2388.302773500492,7,13,0,0,0,5.737632591262809e-13,3165
6,2261.2400970246586,1037.6008094069484,249.3314395166562,0.0,0.0,3049.509466914953,3049.509466914953,3298.840906431607,21,9,0,0,0,344.27897412789525,2935
7,2159.34618657355,1253.4633643419588,631.6672442642396,0.0,12000.0,-9218.85769334873,-9218.85769334873,3412.8095509155087,25,12,12,10,0,1082.2168033025373,2618
8,1779.08484874708,2341.487977443136,415.11205239301734,0.0,5000.0,-1294.5392262027992,-1294.5392262027992,4120.572826190216,15,21,5,1,0,421.05909751715944,3584
9,3115.54768358166,1183.344739184021,567.6145947552274,0.0,18000.0,-14268.72217198955,-14268.72217198955,4298.892422765681,32,11,18,25,0,939.169087108531,3672
10,515.036319097072,2266.8115693372943,49.388297600438825,0.0,1000.0,1732.459590833927,1732.459590833927,2781.8478884343663,4,19,1,11,0,73.71387701557994,2820
