station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,3792.0405841590077,726.158258415623,0.0,0.0,3065.882325743386,3065.882325743386,3792.0405841590077,0,33,0,3,0,917.2089802723084,3064
1,1226.7102450596622,987.0470483357773,1.5043433165828887e-12,0.0,0.0,2213.757293395439,2213.757293395439,2213.7572933954393,14,7,0,0,0,2.035704937952687e-12,3034
2,5871.521196634743,508.34701049703733,2066.987592986278,0.0,0.0,4312.880614145494,4312.880614145494,6379.868207131781,52,4,0,2,0,2349.3049926140366,3108
3,4242.842507017527,738.8082721076023,2365.117991720506,0.0,1000.0,1616.5327874046247,1616.5327874046247,4981.65077912513,45,10,1,3,0,2632.4906552794937,2566
4,3102.3403537423105,671.8007234415912,520.9324486875338,0.0,1000.0,2253.208628496368,2253.208628496368,3774.141077183902,25,6,1,0,0,704.3660603572304,2784
5,1497.5894356116592,1549.4716869400982,6.441958078084994e-13,0.0,0.0,3047.0611225517578,3047.0611225517578,3047.0611225517573,12,13,0,0,0,7.789324740770098e-13,3450
6,2095.710853859914,1037.6008094069484,204.62617635879928,0.0,0.0,2928.6854869080644,2928.6854869080644,3133.3116632668625,20,9,0,0,0,296.5596758823178,3186
7,4547.351881931353,1707.2471506425215,2381.9612910516544,0.0,0.0,3872.637741522226,3872.637741522226,6254.599032573875,50,16,0,6,0,3098.1374074862015,2864
8,2339.1399138928155,2341.487977443136,963.1142894836274,0.0,0.0,3717.5136018523262,3717.5136018523262,4680.627891335951,33,21,0,1,0,1077.7018688164803,3918
9,6567.27215417688,2962.3548152188573,3464.2443184060494,0.0,1000.0,5065.382650989686,5065.382650989686,9529.626969395737,65,25,1,11,0,4307.497373933135,4012
10,744.6747070244601,3222.427502686529,767.9835479848407,0.0,0.0,3199.1186617261374,3199.1186617261374,3967.102209710989,14,29,0,1,0,1197.6372894354752,3080
