station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,239.393333333208,3599.381435312626,694.1553217053242,0.0,0.0,3144.6194469405114,3144.6194469405114,3838.774768645834,2,31,0,2,0,851.6853109467112,3216
1,1646.051758539826,713.0426773698659,75.97465101591195,0.0,0.0,2283.1197848937813,2283.1197848937813,2359.094435909692,19,6,0,0,0,122.46077141815886,3196
2,6599.983961757985,463.48133655614527,2470.383821736917,0.0,0.0,4593.081476577207,4593.081476577207,7063.4652983141295,58,5,0,1,0,2688.1407718001265,3274
3,2516.1353375194376,795.297548862372,1026.1163000418596,0.0,0.0,2285.3165863399513,2285.3165863399513,3311.4328863818096,35,8,0,0,0,1449.0199461468644,2660
4,2626.526493401913,850.1665601438746,443.68367037156406,0.0,0.0,3033.009383174225,3033.009383174225,3476.6930535457873,22,8,0,0,0,625.9052433879482,2920
5,2014.2769221919232,1724.438386859491,207.5505399320334,0.0,0.0,3531.1647691193825,3531.1647691193825,3738.715309051414,15,14,0,0,0,283.8113128669828,3633
6,2831.2789091411732,907.8031055033848,675.2633259075463,0.0,0.0,3063.818688737014,3063.818688737014,3739.082014644558,29,7,0,0,0,800.3483328073786,3361
7,5904.863184566071,1932.5225987042202,3245.7389775505885,0.0,0.0,4591.646805719705,4591.646805719705,7837.3857832702915,59,20,0,6,0,4139.677864238958,3030
8,3409.729195766319,2333.82347646668,1447.9219959589784,0.0,0.0,4295.630676274018,4295.630676274018,5743.552672233,39,21,0,7,0,1656.283949063477,4138
9,6878.635112389445,3970.517376864607,4449.673785866983,0.0,0.0,6399.478703387104,6399.478703387104,10849.152489254051,67,34,0,1,0,5518.810689607285,4208
10,1235.2903249394562,3193.127520727503,1092.841345557342,0.0,0.0,3335.576500109607,3335.576500109607,4428.41784566696,21,29,0,0,0,1626.7507036852899,3246
