station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,2505.754016775092,2.022915168709007e-13,0.0,0.0,2505.754016775092,2505.754016775092,2505.754016775092,0,22,0,14,0,2.7711166694643907e-13,2844
1,849.703578393593,987.0470483357773,8.837375276016248e-13,0.0,0.0,1836.75062672937,1836.75062672937,1836.7506267293702,10,7,0,0,0,1.0800249583553523e-12,2806
2,2315.032373250955,170.9653991699245,51.78947368434024,0.0,33000.0,-30565.79170126346,-30565.79170126346,2485.9977724208798,21,2,33,4,0,42.105263158000305,2892
3,865.838269185863,361.0474105606288,10.894736842105681,0.0,24000.0,-22784.009057095613,-22784.009057095613,1226.8856797464919,13,6,24,7,0,42.105263157895244,2368
4,2229.3935046296547,671.8007234415912,412.56253125230216,0.0,0.0,2488.631696818944,2488.631696818944,2901.194228071246,24,6,0,0,0,484.14762714515797,2580
5,323.37145429485497,1549.4716869400982,1.1400302923902862e-12,0.0,0.0,1872.843141234953,1872.843141234953,1872.8431412349532,3,13,0,0,0,1.4725998198628076e-12,3182
6,2845.180557588719,895.9238064437087,546.7919658319109,0.0,0.0,3194.3123982005195,3194.3123982005195,3741.1043640324274,28,8,0,1,0,615.8579214958946,2972
7,1331.3969160672752,479.4024443997055,58.837540880842475,0.0,15000.0,-13248.038180413861,-13248.038180413861,1810.7993604669807,17,6,15,16,0,153.9331047263161,2628
8,1580.191824677605,2055.552197941393,162.4736842101951,0.0,5000.0,-1526.7296615911964,-1526.7296615911964,3635.744022618998,13,19,5,3,0,154.73684210494795,3608
9,2278.037671373842,1064.1633191407432,185.43926497121868,0.0,25000.0,-21843.238274456635,-21843.238274456635,3342.200990514585,25,10,25,26,0,379.79557396862947,3700
10,255.86284037627996,2412.2597713953455,3.1180391601992546e-13,0.0,2000.0,668.1226117716251,668.1226117716251,2668.1226117716255,2,20,2,10,0,3.7481129311345285e-13,2840
