station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,3900.0331116031184,759.5163595523416,0.0,0.0,3140.5167520507794,3140.5167520507794,3900.0331116031184,0,33,0,3,0,939.4092025047705,3306
1,1027.5369117263472,987.0470483357772,1.6630075094781161e-12,0.0,0.0,2014.5839600621243,2014.5839600621243,2014.5839600621243,12,7,0,0,0,2.524203068787756e-12,3272
2,6500.71119663565,508.34701049703733,2342.6067691188605,0.0,0.0,4666.451438013816,4666.451438013816,7009.058207132687,56,4,0,2,0,2730.798552502745,3358
3,4123.619388611527,923.3814652547474,2346.4712428132566,0.0,0.0,2700.5296110530157,2700.5296110530157,5047.000853866274,43,12,0,1,0,2688.649443921538,2758
4,2917.8608771467057,671.8007234415912,425.6714429990203,0.0,1000.0,2163.9901575892773,2163.9901575892773,3589.661600588297,24,6,1,0,0,574.7938221984019,3002
5,1634.5408371225772,1549.4716869400982,81.35964912336534,0.0,0.0,3102.6528749393105,3102.6528749393105,3184.0125240626753,13,13,0,0,0,116.22807017623609,3727
6,2423.1394724897705,1037.6008094069484,375.63975387597736,0.0,0.0,3085.100528020743,3085.100528020743,3460.740281896719,25,9,0,0,0,500.8814129402872,3449
7,4790.968315382971,1621.0058957597093,2345.1570742923373,0.0,0.0,4066.8171368503477,4066.8171368503477,6411.97421114268,51,15,0,7,0,3191.223139174724,3086
8,2801.6760370657958,2217.8842077915683,1048.8972303649953,0.0,0.0,3970.663014492369,3970.663014492369,5019.5602448573645,35,20,0,2,0,1213.2850514365343,4230
9,6045.767641989112,3435.4685172162326,3437.6825276697155,0.0,0.0,6043.553631535651,6043.553631535651,9481.236159205346,59,29,0,7,0,4338.491533719539,4306
10,1778.935990325156,3222.427502686529,1313.0577458313355,0.0,0.0,3688.305747180335,3688.305747180335,5001.363493011685,25,29,0,1,0,1831.2679593590851,3344
