period,time_hours,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,254
1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,252
2,0.5,0.0,301.8080078008192,0.0,10.0,0.0,291.8080078008192,291.8080078008192,301.8080078008192,0,3,0,0,1,0.0,255
3,0.75,0.0,104.60534331204357,7.318590178329032e-15,0.0,0.0,104.60534331204357,104.60534331204357,104.60534331204357,0,1,0,0,0,1.4210854715202004e-14,251
4,1.0,0.0,0.0,7.318590178329032e-15,0.0,0.0,-7.318590178329032e-15,-7.318590178329032e-15,0.0,0,0,0,0,0,1.4210854715202004e-14,250
5,1.25,0.0,0.0,2.415845301584341e-15,0.0,0.0,-2.415845301584341e-15,-2.415845301584341e-15,0.0,0,0,0,0,0,7.105427357601002e-15,251
6,1.5,0.0,0.0,7.318590178329032e-15,10.0,0.0,-10.000000000000007,-10.000000000000007,0.0,0,0,0,0,1,1.4210854715202004e-14,252
7,1.75,0.0,106.244440785693,4.902744876744691e-15,0.0,0.0,106.244440785693,106.244440785693,106.244440785693,0,1,0,0,0,7.105427357601002e-15,253
8,2.0,0.0,0.0,4.902744876744691e-15,0.0,0.0,-4.902744876744691e-15,-4.902744876744691e-15,0.0,0,0,0,0,0,7.105427357601002e-15,250
9,2.25,43.474804161693996,0.0,4.902744876744691e-15,0.0,0.0,43.47480416169399,43.47480416169399,43.474804161693996,1,0,0,0,0,7.105427357601002e-15,252
10,2.5,0.0,0.0,9.769962616701378e-15,10.0,0.0,-10.000000000000009,-10.000000000000009,0.0,0,0,0,0,1,1.7763568394002505e-14,252
11,2.75,107.34626273327,87.49126430824978,9.769962616701378e-15,0.0,0.0,194.83752704151976,194.83752704151976,194.83752704151976,1,1,0,0,0,1.7763568394002505e-14,255
12,3.0,0.0,0.0,1.5294432387236155e-14,0.0,0.0,-1.5294432387236155e-14,-1.5294432387236155e-14,0.0,0,0,0,0,0,2.930988785010413e-14,250
13,3.25,0.0,0.0,1.5294432387236155e-14,0.0,0.0,-1.5294432387236155e-14,-1.5294432387236155e-14,0.0,0,0,0,0,0,2.930988785010413e-14,250
14,3.5,0.0,0.0,1.0391687510491466e-14,0.0,0.0,-1.0391687510491466e-14,-1.0391687510491466e-14,0.0,0,0,0,0,0,2.220446049250313e-14,252
15,3.75,49.219999999908,0.0,7.94031507211912e-15,0.0,0.0,49.219999999908,49.219999999908,49.219999999908,1,0,0,0,0,1.865174681370263e-14,253
16,4.0,243.02443613714996,0.0,1.2843059948863812e-14,10.0,0.0,233.02443613714996,233.02443613714996,243.02443613714996,2,0,0,0,1,2.5757174171303632e-14,254
17,4.25,125.24817190086598,0.0,1.652011860642233e-14,0.0,0.0,125.24817190086598,125.24817190086598,125.24817190086598,1,0,0,0,0,3.108624468950438e-14,251
18,4.5,0.0,0.0,1.410427330483799e-14,20.0,0.0,-20.000000000000014,-20.000000000000014,0.0,0,0,0,0,2,2.398081733190338e-14,253
19,4.75,96.01511092055401,0.0,1.410427330483799e-14,0.0,0.0,96.01511092055401,96.01511092055401,96.01511092055401,1,0,0,0,0,2.398081733190338e-14,252
20,5.0,69.54600278912199,0.0,1.4708234630234073e-14,10.0,0.0,59.54600278912198,59.54600278912198,69.54600278912199,1,0,0,0,1,2.5757174171303632e-14,253
21,5.25,0.0,84.74655816540877,1.1297629498585594e-14,0.0,0.0,84.74655816540877,84.74655816540877,84.74655816540877,0,1,0,0,0,2.042810365310288e-14,252
22,5.5,97.08668435458999,0.0,8.5087492607272e-15,10.0,0.0,87.08668435458999,87.08668435458999,97.08668435458999,1,0,0,0,1,1.9539925233402755e-14,255
23,5.75,55.199999999999996,0.0,8.881784197001252e-15,0.0,0.0,55.199999999999996,55.199999999999996,55.199999999999996,1,0,0,0,0,1.687538997430238e-14,251
24,6.0,0.0,91.24534309999541,2.426503442620742e-14,0.0,0.0,91.24534309999541,91.24534309999541,91.24534309999541,0,1,0,0,0,3.552713678800501e-14,254
25,6.25,177.286618742418,0.0,2.4922286456785513e-14,0.0,0.0,177.286618742418,177.286618742418,177.286618742418,2,0,0,0,0,3.6415315207705135e-14,254
26,6.5,42.399999999840006,0.0,3.108624468950438e-14,0.0,0.0,42.39999999983998,42.39999999983998,42.399999999840006,1,0,0,0,0,4.529709940470639e-14,251
27,6.75,42.399999999840006,0.0,3.108624468950438e-14,0.0,0.0,42.39999999983998,42.39999999983998,42.399999999840006,1,0,0,0,0,4.529709940470639e-14,252
28,7.0,0.0,0.0,2.814637412029697e-14,10.0,0.0,-10.000000000000027,-10.000000000000027,0.0,0,0,0,0,1,4.085620730620576e-14,252
29,7.25,0.0,99.61264698933564,2.2017943024366104e-14,0.0,0.0,99.61264698933564,99.61264698933564,99.61264698933564,0,1,0,0,0,3.197442310920451e-14,255
30,7.5,114.86389169461597,221.282897260774,2.2017943024366104e-14,10.0,0.0,326.14678895539,326.14678895539,336.14678895539,1,2,0,0,1,3.197442310920451e-14,257
31,7.75,0.0,0.0,3.1823432777855486e-14,0.0,0.0,-3.1823432777855486e-14,-3.1823432777855486e-14,0.0,0,0,0,0,0,4.618527782440651e-14,253
32,8.0,0.0,230.57666640880115,4.371614181764016e-14,10.0,0.0,220.57666640880115,220.57666640880115,230.57666640880115,0,2,0,0,1,5.5067062021407764e-14,255
33,8.25,0.0,123.21606411784607,8.194334100153355e-14,0.0,0.0,123.216064117846,123.216064117846,123.21606411784607,0,1,0,0,0,9.325873406851315e-14,254
34,8.5,0.0,0.0,6.352252057695295e-14,0.0,0.0,-6.352252057695295e-14,-6.352252057695295e-14,0.0,0,0,0,0,0,7.72715225139109e-14,255
35,8.75,210.980000000482,0.0,3.8138381341923375e-14,0.0,0.0,210.980000000482,210.980000000482,210.980000000482,2,0,0,0,0,4.707345624410664e-14,261
36,9.0,262.376162122284,0.0,4.262368236140901e-14,30.0,0.0,232.37616212228394,232.37616212228394,262.376162122284,3,0,0,0,3,5.1514348342607263e-14,260
37,9.25,118.44148652693002,123.28354990475819,2.3510082769462314e-14,0.0,0.0,241.7250364316882,241.7250364316882,241.7250364316882,1,1,0,0,0,3.019806626980426e-14,257
38,9.5,70.183092009276,0.0,3.8076208852544366e-14,20.0,0.0,50.18309200927596,50.18309200927596,70.183092009276,1,0,0,0,2,5.1514348342607263e-14,259
39,9.75,198.38721354948197,0.0,5.185185614209331e-14,0.0,0.0,198.3872135494819,198.3872135494819,198.38721354948197,2,0,0,0,0,5.861977570020827e-14,257
40,10.0,67.62057283967499,342.3764153624152,3.3884006711559776e-14,30.0,0.0,379.99698820209017,379.99698820209017,409.99698820209017,1,3,0,0,3,8.970602038971265e-14,265
41,10.25,355.148733635242,239.02536352062663,2.4966695377770523e-14,0.0,0.0,594.1740971558686,594.1740971558686,594.1740971558686,4,2,0,0,0,4.884981308350689e-14,261
42,10.5,242.005066146769,212.68466362040908,2.4229507289419414e-14,20.0,0.0,434.68972976717805,434.68972976717805,454.68972976717805,4,2,0,0,2,4.796163466380676e-14,267
43,10.75,258.236111749646,155.04864557023154,2.2124524434730123e-14,0.0,0.0,413.28475731987754,413.28475731987754,413.28475731987754,4,2,0,0,0,4.529709940470639e-14,265
44,11.0,251.549834298938,0.0,9.53363563411375,70.0,0.0,172.0161986648243,172.0161986648243,251.549834298938,4,0,0,0,7,43.334707427789716,274
45,11.25,419.3142930386259,443.51727166843926,13.199999999999067,0.0,0.0,849.6315647070661,849.6315647070661,862.8315647070651,6,5,0,0,0,59.99999999999557,267
46,11.5,172.634202085594,129.96022557682267,8.477483022152509,80.0,0.0,214.11694464026417,214.11694464026417,302.5944276624167,3,1,0,0,8,38.53401373705674,272
47,11.75,69.463333333212,208.57337125705283,19.800000000000075,0.0,0.0,258.23670459026476,258.23670459026476,278.03670459026483,2,2,0,0,0,90.00000000000013,259
48,12.0,62.186666666255995,300.62775260696617,16.725518418892673,20.0,0.0,326.08890085432944,326.08890085432944,362.81441927322214,1,3,0,0,2,67.84326554042114,269
49,12.25,302.119253273156,473.87402322961503,23.400000000000137,0.0,0.0,752.5932765027712,752.5932765027712,775.9932765027711,6,5,0,0,0,90.00000000000016,274
50,12.5,281.971645493432,586.1161727473543,42.02200037322947,30.0,0.0,796.0658178675569,796.0658178675569,868.0878182407863,5,5,0,0,3,158.28181987831567,275
51,12.75,324.93728016934904,289.18537409284204,30.85655523355593,0.0,0.0,583.2660990286353,583.2660990286353,614.1226542621911,5,4,0,0,0,106.86184825421084,269
52,13.0,200.18809998766903,318.44900910365146,58.87193525377061,60.0,0.0,399.76517383754975,399.76517383754975,518.6371090913206,4,4,0,0,6,213.56658961863172,277
53,13.25,340.988047868862,277.7031905623138,62.50621708224439,0.0,0.0,556.1850213489315,556.1850213489315,618.6912384311759,6,3,0,0,0,209.43005024189506,269
54,13.5,724.3402336755419,51.87905959777976,76.20000000002359,70.0,0.0,630.019293273298,630.019293273298,776.2192932733217,10,1,0,0,7,270.0000000001026,282
55,13.75,131.463669200409,109.78977078383802,60.90000000000379,0.0,0.0,180.35343998424324,180.35343998424324,241.253439984247,2,1,0,0,0,225.00000000001097,263
56,14.0,358.30849640764,885.0756660318127,71.76296131762133,40.0,0.0,1131.6212011218313,1131.6212011218313,1243.3841624394527,4,9,0,0,4,163.8098981842685,280
57,14.25,215.130499081386,704.7186350113902,71.3986911817092,0.0,0.0,848.4504429110674,848.4504429110674,919.8491340927762,3,7,0,0,0,184.1510671288662,271
58,14.5,62.400000000000006,195.74483494612485,109.29579028205951,40.0,0.0,108.84904466406533,108.84904466406533,258.1448349461249,2,2,0,0,4,266.7672517002637,267
59,14.75,182.42907971500802,579.5568998678342,138.53660463022118,0.0,0.0,623.4493749526214,623.4493749526214,761.9859795828422,3,5,0,0,0,328.57846305768425,272
60,15.0,367.122794775783,219.2356697240643,214.79525112463028,20.0,0.0,351.56321337521683,351.56321337521683,586.3584644998473,6,2,0,1,2,315.595972784562,278
61,15.25,520.616013254048,1013.0053251433043,212.99670180733477,0.0,0.0,1320.624636590018,1320.624636590018,1533.6213383973522,7,9,0,0,0,310.427867719158,277
62,15.5,400.30594146430303,446.91838415860605,311.1874705392589,90.0,0.0,446.03685508364987,446.03685508364987,847.2243256229091,5,4,0,0,9,453.33950580488425,278
63,15.75,226.935511300614,225.15434982006025,309.6353818852991,0.0,0.0,142.45447923537498,142.45447923537498,452.08986112067424,3,2,0,0,0,450.3967977728363,265
64,16.0,459.617626618346,781.1672969679929,209.80409845745135,60.0,0.0,970.9808251288882,970.9808251288882,1240.784923586339,4,6,0,0,6,259.0400765053527,276
65,16.25,130.079032625592,471.30362798467957,230.16787513677033,0.0,0.0,371.2147854735014,371.2147854735014,601.3826606102716,1,4,0,0,0,272.4859000047216,270
66,16.5,883.30320128221,760.6449940839673,404.6845284984451,40.0,0.0,1199.263666867733,1199.263666867733,1643.9481953661773,11,6,0,0,4,484.71110169217707,288
67,16.75,42.399999999840006,107.02039621087768,312.40007301387044,0.0,0.0,-162.9796768031529,-162.9796768031529,149.42039621071768,1,1,0,1,0,351.4743168837628,265
68,17.0,952.40657005315,500.1407968042335,375.2940286995709,90.0,0.0,987.2533381578116,987.2533381578116,1452.5473668573834,7,4,0,0,9,345.63836931621086,281
69,17.25,525.839046468036,451.68563013125174,357.15000979519726,0.0,0.0,620.3746668040908,620.3746668040908,977.5246765992878,4,3,0,0,0,334.1289978729373,271
70,17.5,665.449222607103,578.1092459992528,464.8733574665285,70.0,0.0,708.6851111398273,708.6851111398273,1243.5584686063557,6,4,0,1,7,423.463462492316,280
71,17.75,385.76006752203205,263.3957846835875,399.2419746350761,0.0,0.0,249.91387757054352,249.91387757054352,649.1558522056196,3,2,0,0,0,361.1335717051582,265
72,18.0,885.088837962713,435.19900891312057,536.6127298572446,100.0,0.0,683.6751170185892,683.6751170185892,1320.2878468758336,7,3,0,1,10,488.7158334873698,283
73,18.25,0.0,705.8253772298224,389.8676770428634,0.0,0.0,315.9577001869591,315.9577001869591,705.8253772298224,0,5,0,0,0,336.093138877638,274
74,18.5,597.199755076377,290.1832917381131,436.92154725738936,70.0,0.0,380.46149955710075,380.46149955710075,887.3830468144901,5,2,0,2,7,389.60128938115787,282
75,18.75,1671.381568259679,695.1137072175424,434.17595921471593,0.0,0.0,1932.3193162625048,1932.3193162625048,2366.495275477221,13,5,0,0,0,384.11372692794754,279
76,19.0,452.48584193202396,572.0500146854449,474.78683105781795,20.0,0.0,529.749025559651,529.749025559651,1024.5358566174689,4,4,0,0,2,433.1094159096317,266
77,19.25,130.20436137139,0.0,449.9813831706529,0.0,0.0,-319.777021799263,-319.777021799263,130.20436137139,1,0,0,2,0,403.09689526062925,270
78,19.5,948.0793565087839,259.72278652398757,389.6291073934875,110.0,0.0,708.1730356392843,708.1730356392843,1207.8021430327715,8,2,0,0,11,364.3836550488423,283
79,19.75,1092.48803120225,721.9376075529333,233.72076447241923,0.0,0.0,1580.7048742827637,1580.7048742827637,1814.4256387551834,8,5,0,0,0,218.58384593589489,272
80,20.0,317.96176048782,132.88124950898452,434.69212314124627,70.0,0.0,-53.849113144441866,-53.849113144441866,450.84300999680454,2,1,0,1,7,413.3646798970526,275
81,20.25,1203.842649739912,0.0,370.60046655720527,0.0,0.0,833.2421831827072,833.2421831827072,1203.842649739912,9,0,0,0,0,352.30780034212637,266
82,20.5,524.4096033619701,414.4679020900718,366.16913620960963,80.0,0.0,492.70836924243207,492.70836924243207,938.8775054520419,5,3,0,0,8,355.0498634342107,278
83,20.75,504.13909600168995,285.62024710617357,370.8819179449492,0.0,0.0,418.87742516291445,418.87742516291445,789.7593431078635,4,2,0,0,0,361.61032606687826,271
84,21.0,296.779944615354,276.24587664722264,503.19949096224036,40.0,0.0,29.82633030033639,29.82633030033639,573.0258212625766,2,2,0,1,4,578.1851089306306,269
85,21.25,508.5100348082881,370.1466367797668,447.48835445877444,0.0,0.0,431.16831712928064,431.16831712928064,878.6566715880549,6,3,0,0,0,514.5162305636172,273
86,21.5,726.453276359315,139.84077902434336,249.384922995678,30.0,0.0,586.9091323879803,586.9091323879803,866.2940553836584,6,1,0,0,3,319.6531205681716,277
87,21.75,1630.789362338472,146.6521284321195,190.16778661879718,0.0,0.0,1587.2737041517944,1587.2737041517944,1777.4414907705916,15,1,0,1,0,248.51716522814473,281
88,22.0,270.78814768631594,58.36454894768734,414.86096255617053,60.0,0.0,-145.7082659221672,-145.7082659221672,329.1526966340033,3,1,0,4,6,625.142269294633,269
89,22.25,660.57950152726,237.1542225381889,307.2229204121422,0.0,0.0,590.510803653307,590.510803653307,897.733724065449,7,2,0,2,0,469.68352350373107,272
90,22.5,443.421047941585,0.0,275.3110279646931,20.0,0.0,148.11001997689175,148.11001997689175,443.421047941585,4,0,0,1,2,416.5906120210893,267
91,22.75,282.52948857050103,58.7907032209673,305.63111432484254,0.0,0.0,35.689077466625825,35.689077466625825,341.32019179146835,3,1,0,3,0,460.4726990724544,266
92,23.0,1233.95627686209,55.352770252962216,213.36220746982207,60.0,0.0,1015.946839645231,1015.946839645231,1289.3090471150522,12,1,0,1,6,340.80315352831724,272
93,23.25,297.46079589277196,67.63169861190012,121.61747231907493,0.0,0.0,243.4750221855971,243.4750221855971,365.09249450467206,3,1,0,0,0,198.9291202376844,263
94,23.5,505.28359305604897,63.08958236770041,95.66914648902079,60.0,0.0,412.70402893472874,412.70402893472874,568.3731754237493,5,1,0,0,6,153.38449498431532,270
95,23.75,736.033299834475,77.40477742916445,121.41431329908445,0.0,0.0,692.0237639645549,692.0237639645549,813.4380772636395,8,1,0,0,0,199.85294265279535,265
96,24.0,338.83021793770104,111.29805855252837,100.32368420919825,10.0,0.0,339.80459228103126,339.80459228103126,450.1282764902294,3,1,0,2,1,160.43859648930587,260
97,24.25,489.608177551235,0.0,88.19324313842114,0.0,0.0,401.4149344128137,401.4149344128137,489.608177551235,4,0,0,0,0,135.7577578203069,257
98,24.5,226.45664240013696,0.0,72.43189355765266,10.0,0.0,144.02474884248434,144.02474884248434,226.45664240013696,2,0,0,0,1,112.82939681168426,259
99,24.75,724.962940255712,0.0,49.04135489795161,0.0,0.0,675.9215853577605,675.9215853577605,724.962940255712,7,0,0,0,0,78.74274749394743,259
