station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,109.253333333424,3025.9874829331557,362.1944557132956,0.0,0.0,2773.0463605532873,2773.0463605532873,3135.2408162665797,1,25,0,1,0,409.34452572615845,3200
1,1448.834626691485,881.9696061553536,27.648849749325983,0.0,0.0,2303.1553830975126,2303.1553830975126,2330.8042328468387,18,6,0,0,0,68.29146726228532,3194
2,5897.254700228825,1418.0895127474482,2437.3615694988985,0.0,0.0,4877.982643477375,4877.982643477375,7315.344212976273,53,11,0,2,0,2758.3989416883987,3278
3,3428.2320376164007,838.9090387049972,1803.6598459697236,0.0,0.0,2463.481230351673,2463.481230351673,4267.141076321398,42,12,0,2,0,2262.5680389708286,2686
4,2163.885684956847,674.2760144339227,278.587812569113,0.0,0.0,2559.5738868216586,2559.5738868216586,2838.1616993907696,22,5,0,0,0,368.06146591580773,2914
5,1823.5320506262392,1597.5855378934145,92.5962870233278,0.0,0.0,3328.521301496327,3328.521301496327,3421.1175885196535,14,13,0,0,0,132.28041003332535,3629
6,3360.897869645364,753.9505656433173,864.3868452200416,0.0,0.0,3250.4615900686417,3250.4615900686417,4114.848435288682,31,6,0,1,0,834.3351868361054,3365
7,4332.91311699122,2112.1914091107287,2415.429186202611,0.0,1000.0,3029.6753398993465,3029.6753398993465,6445.104526101948,46,21,1,5,0,3161.942447594748,3006
8,3026.610101714224,3515.865835474077,2121.9783777648977,0.0,0.0,4420.497559423398,4420.497559423398,6542.475937188301,34,32,0,3,0,2457.944958119459,4142
9,6376.615559068902,3169.6833196152184,3327.2301788441587,0.0,0.0,6219.068699839982,6219.068699839982,9546.29887868412,60,27,0,2,0,4270.336778839394,4182
10,1846.1783651260223,2636.328511763872,977.7811112878239,0.0,0.0,3504.7257656020615,3504.7257656020615,4482.506876889895,25,25,0,1,0,1582.527620119328,3248
