station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,3080.4430071897077,257.66636245051245,0.0,0.0,2822.776644739198,2822.776644739198,3080.4430071897077,0,26,0,2,0,302.2218951081285,3334
1,768.8788949463491,2429.389389802581,270.66470593936737,0.0,0.0,2927.6035788095637,2927.6035788095637,3198.26828474893,9,19,0,0,0,317.2963164936832,3334
2,4952.897344960433,916.0369939290318,1830.064958751543,0.0,0.0,4038.8693801379172,4038.8693801379172,5868.934338889465,50,9,0,0,0,2352.1318812803133,3396
3,3434.04278512486,806.5203768063238,1793.6604089524594,0.0,0.0,2446.902752978725,2446.902752978725,4240.563161931184,43,8,0,6,0,2151.7012308531293,2796
4,2434.216726996614,431.9210037404967,245.51198430396562,0.0,0.0,2620.6257464331466,2620.6257464331466,2866.137730737111,23,4,0,0,0,350.73140614849063,3034
5,1680.4151355866336,1241.3540778053439,5.201731946960859e-11,0.0,0.0,2921.7692133919268,2921.7692133919268,2921.7692133919772,13,9,0,0,0,4.8854835147298014e-11,3769
6,2747.4736070213503,266.30364478658043,184.60623924664662,0.0,0.0,2829.1710125612863,2829.1710125612863,3013.777251807931,25,3,0,0,0,267.5452742705022,3483
7,5652.199066728105,1710.8393726070717,2764.6795350172392,0.0,0.0,4598.358904317928,4598.358904317928,7363.038439335177,63,17,0,4,0,3882.803183920607,3148
8,3081.631072742703,3119.563182180317,1811.3043600400395,0.0,0.0,4389.889894882974,4389.889894882974,6201.194254923021,39,28,0,5,0,2038.0310980094803,4316
9,5841.5627010798025,3855.370261589188,3590.7322048701367,0.0,0.0,6106.200757798871,6106.200757798871,9696.93296266899,61,33,0,10,0,4512.4652951292965,4380
10,1860.9050457301041,1599.236055349591,679.6166785111528,0.0,0.0,2780.5244225685374,2780.5244225685374,3460.141101079695,29,17,0,0,0,967.6825509473391,3370
