station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,2585.3427981380773,1.0297540598003256e-13,0.0,0.0,2585.3427981380773,2585.3427981380773,2585.3427981380773,0,22,0,11,0,1.723066134218243e-13,2486
1,1646.051758539826,713.0426773698659,66.05074432129548,0.0,0.0,2293.043691588398,2293.043691588398,2359.094435909692,19,6,0,0,0,94.00114510968518,2470
2,2193.1678398316744,319.4140994038307,229.10263157917177,0.0,28000.0,-25716.520692343667,-25716.520692343667,2512.581939235505,24,4,28,2,0,252.6315789474741,2536
3,1562.50790879275,518.7968534015829,327.50087719311716,0.0,7000.0,-5246.196114998784,-5246.196114998784,2081.304762194333,21,6,7,2,0,444.91228070179,2052
4,2327.811095255787,850.1665601438746,587.7691961007059,0.0,1000.0,1590.2084592989547,1590.2084592989547,3177.9776553996617,23,8,1,0,0,568.4001254910531,2264
5,443.19783243362997,1724.438386859491,2.329159087821609e-13,0.0,0.0,2167.636219293121,2167.636219293121,2167.636219293121,3,14,0,0,0,2.6290081223123707e-13,2784
6,2505.100635995373,659.280351265044,490.65789473721503,0.0,4000.0,-1326.2769074767975,-1326.2769074767975,3164.380987260417,27,5,4,2,0,424.56140350911363,2606
7,1010.6526828487561,737.800729615084,9.417543859680224,0.0,25000.0,-23260.964131395842,-23260.964131395842,1748.45341246384,12,9,25,17,0,42.807017544000324,2326
8,2100.019964176011,1603.90345305677,185.68421052619036,0.0,9000.0,-5481.760793293411,-5481.760793293411,3703.923417232781,16,16,9,12,0,154.73684210515867,3186
9,1363.773969859531,1617.1211683235213,76.23049503072865,0.0,31000.0,-28095.335356847674,-28095.335356847674,2980.895138183052,17,15,31,20,0,210.94742438673694,3246
10,339.1627025884801,2277.193450694326,2.2311041902867122e-13,0.0,2000.0,616.3561532828057,616.3561532828057,2616.356153282806,3,19,2,10,0,2.3803181647963356e-13,2488
