station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,2475.9735570366947,1.9621637648015186e-13,0.0,0.0,2475.9735570366947,2475.9735570366947,2475.9735570366947,0,22,0,14,0,2.7355895326763857e-13,2448
1,849.703578393593,987.0470483357773,7.59641238801123e-13,0.0,0.0,1836.75062672937,1836.75062672937,1836.7506267293702,10,7,0,0,0,9.450218385609332e-13,2410
2,2130.057797683207,348.63186748237933,51.78947368434005,0.0,31000.0,-28573.099808518753,-28573.099808518753,2478.689665165586,20,3,31,3,0,42.10526315800008,2490
3,873.599429976623,361.0474105606288,12.394736842105308,0.0,22000.0,-20777.747896304852,-20777.747896304852,1234.6468405372518,13,6,22,7,0,42.10526315789484,2040
4,1607.888203448768,556.4510347627586,43.785473464547465,0.0,4000.0,-1879.44623525302,-1879.44623525302,2164.3392382115267,16,5,4,1,0,40.921003237894844,2212
5,369.808644364649,1549.4716869400982,5.238298683707386e-13,0.0,0.0,1919.280331304747,1919.280331304747,1919.280331304747,3,13,0,0,0,6.608047442568932e-13,2732
6,2063.058076667393,739.4667556386769,190.381578947479,0.0,5000.0,-2387.8567466414083,-2387.8567466414083,2802.5248323060696,20,7,5,2,0,171.22807017557903,2552
7,987.5883830006981,567.0130718874059,4.320810376157165e-13,0.0,21000.0,-19445.398545111897,-19445.398545111897,1554.601454888104,13,7,21,15,0,7.602807272633072e-13,2272
8,1711.4510862314828,1928.0731039119944,162.47368421019516,0.0,2000.0,1477.0505059332827,1477.0505059332827,3639.5241901434774,14,18,2,4,0,154.73684210494798,3100
9,1643.052022503324,1064.1633191407432,14.996352933566433,0.0,29000.0,-26307.7810112895,-26307.7810112895,2707.215341644067,19,10,29,26,0,44.10692039284226,3192
10,363.53727779713597,2266.8115693372943,2.6014745913016626e-13,0.0,2000.0,630.3488471344299,630.3488471344299,2630.3488471344303,3,19,2,11,0,3.2507330161024584e-13,2446
