station,income_reservation,income_random,charging_cost,adjustment_cost,reservation_failure_cost,reward_delta,total_reward,income,reservation_services,random_services,reservation_failures,random_timeouts,path_adjustments,grid_energy_kwh,ledger_event_count
0,0.0,2613.178581640683,4.9968917892329044e-14,0.0,0.0,2613.178581640683,2613.178581640683,2613.178581640683,0,22,0,6,0,6.217248937900877e-14,2586
1,556.091355211777,2281.9996453593194,75.1221345691897,0.0,2000.0,762.9688660019083,762.9688660019083,2838.0910005710966,6,18,2,1,0,76.65523935631605,2584
2,1340.1209665667711,622.3661971779346,47.84736842097897,0.0,22000.0,-20085.360204676275,-20085.360204676275,1962.4871637447059,17,7,22,2,0,84.21052631568426,2626
3,1066.776252787301,297.27434041731533,72.8421052632278,0.0,16000.0,-14708.791512058611,-14708.791512058611,1364.0505932046162,17,4,16,10,0,126.31578947389491,2164
4,1350.943301928115,431.9210037404967,7.297273896256224e-13,0.0,4000.0,-2217.1356943313885,-2217.1356943313885,1782.8643056686117,16,4,4,0,0,9.166001291305292e-13,2348
5,492.53066036372996,1241.3540778053439,2.865618853320488e-13,0.0,0.0,1733.884738169074,1733.884738169074,1733.884738169074,4,9,0,0,0,3.623767952376511e-13,2901
6,2209.474551667877,266.30364478658043,100.48684210458958,0.0,9000.0,-6624.708645650133,-6624.708645650133,2475.7781964544574,22,3,9,0,0,85.61403508715803,2713
7,986.2737722384919,726.9946201908837,9.417543859634193,0.0,26000.0,-24296.149151430258,-24296.149151430258,1713.2683924293756,13,8,26,13,0,42.80701754379019,2420
8,1481.047990391128,2147.8398419972464,290.47105263214445,0.0,19000.0,-15661.583220243767,-15661.583220243767,3628.8878323883746,15,21,19,12,0,318.59649122852676,3354
9,1515.1693950844108,1203.697805891999,30.337727818486794,0.0,19000.0,-16311.470526842077,-16311.470526842077,2718.8672009764095,18,12,19,31,0,89.22861123084243,3380
10,1320.76888088426,1352.6605333783302,11.529824561360124,0.0,1000.0,1661.8995897012296,1661.8995897012296,2673.4294142625904,10,13,1,4,0,37.19298245600011,2586
